date,startup_name,industry,city,investors,investment_type,amount_usd,year,month
2015-09-07,Prozo,Study Material Marketplace,Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,2015.0,9.0
2015-09-07,Zomato,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,2015.0,9.0
2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,1800000.0,2015.0,9.0
2015-09-08,MockBank,Government Test Preparation platform,Bengaluru,Blume Ventures,Seed Funding,400000.0,2015.0,9.0
2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,2015.0,9.0
2015-09-10,IndustryBuying,Industrial Tools Marketplace,Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,2015.0,9.0
2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bengaluru,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,2015.0,9.0
2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,Delhi,Green House Ventures,Seed Funding,100000.0,2015.0,9.0
2015-09-11,Zapyle,pre-used apparel shopping mobile app,Bengaluru,,Seed Funding,1000000.0,2015.0,9.0
2015-09-12,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000.0,2015.0,9.0
2015-09-14,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,2015.0,9.0
2015-09-14,Shadowfax,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,9000000.0,2015.0,9.0
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,2015.0,9.0
2015-09-14,Ola Cabs,Cab rental Mobile app,Bengaluru,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, SoftBank",Private Equity,225000000.0,2015.0,9.0
2015-09-15,Coverfox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,2000000.0,2015.0,9.0
2015-09-15,MoEngage,Mobile Marketing Automation Platform,Bengaluru,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,2015.0,9.0
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0,2015.0,9.0
2015-09-15,Room on Call,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,300000.0,2015.0,9.0
2015-09-16,ChaiPoint,Food Subscription platform,Bengaluru,Eight Roads Ventures,Private Equity,10000000.0,2015.0,9.0
2015-09-16,WedmeGood.com,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,410000.0,2015.0,9.0
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,450000.0,2015.0,9.0
2015-09-17,YepMe,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,2015.0,9.0
2015-09-17,Bueno,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0,2015.0,9.0
2015-09-18,Plabro,Real Estate Broker Platform App,Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,2015.0,9.0
2015-09-18,CureJoy,Online Health & Wellness platform,Bengaluru,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,2015.0,9.0
2015-09-18,Briston Technomach,Internet of Things platform,Delhi,Undisclosed,Seed Funding,150000.0,2015.0,9.0
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,150000.0,2015.0,9.0
2015-09-21,Portea Medical,Home Medical Care Services,Bengaluru,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,2015.0,9.0
2015-09-21,Neotrade Analytics,Real-Time stock data platform,Bengaluru,Rainmatter,Seed Funding,235000.0,2015.0,9.0
2015-09-21,LafaLafa,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000.0,2015.0,9.0
2015-09-22,Bestdealfinance,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0,2015.0,9.0
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Bengaluru,Swarnim Multiventures,Private Equity,800000.0,2015.0,9.0
2015-09-22,Furdo,Online Interior Designing platform,Bengaluru,Bhavdeep Reddy,Seed Funding,400000.0,2015.0,9.0
2015-09-22,LogiNext,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,10000000.0,2015.0,9.0
2015-09-22,Korra,Private Label Apparel sales,Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0,2015.0,9.0
2015-09-23,SilverPush,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,1200000.0,2015.0,9.0
2015-09-23,Juggernaut,Digital & Physical Publishing platform,Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,2015.0,9.0
2015-09-23,InnerChef,Food Delivery Platform,Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0,2015.0,9.0
2015-09-24,Quintype,Data Driven Publishing platform,Bengaluru,Raghav Bahl,Private Equity,3300000.0,2015.0,9.0
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,2015.0,9.0
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,2015.0,9.0
2015-09-24,Licious,Online Meat Ordering platform,Bengaluru,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,2015.0,9.0
2015-09-28,Ola Cabs,Cab Booking app platform,Bengaluru,Didi Kuaidi,Private Equity,30000000.0,2015.0,9.0
2015-09-29,Paytm,E-Commerce & M-Commerce platform,Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,2015.0,9.0
2015-09-29,Inmobi,Mobile Advertising platform,Bengaluru,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,2015.0,9.0
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,2015.0,9.0
2015-09-29,Zakoopi,Fashion Discovery platform,Delhi,Uniqorn Ventures,Seed Funding,350000.0,2015.0,9.0
2015-09-30,Infoworks,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0,2015.0,9.0
2015-09-30,RedDoorz,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000.0,2015.0,9.0
2015-09-30,Eywa Media,Digital Signal processing platform,Bengaluru,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0,2015.0,9.0
2015-08-01,Snapdeal,Ecommerce Marketplace,Delhi,"Alibaba, Foxconn, SoftBank",Private Equity,500000000.0,2015.0,8.0
2015-08-01,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,400000.0,2015.0,8.0
2015-08-03,Connect India,ECommerce Logistics provider,Delhi,Aavishkaar,Private Equity,5000000.0,2015.0,8.0
2015-08-03,Oyorooms,Budget Hotel accommodation brand,Delhi,SoftBank,Private Equity,100000000.0,2015.0,8.0
2015-08-03,Wizrocket,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,2015.0,8.0
2015-08-04,Pickingo,On-Demand Delivery Logistics,Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,2015.0,8.0
2015-08-05,Grex,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,2015.0,8.0
2015-08-05,LetsTransport,Logistics Tech Platform,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,2015.0,8.0
2015-08-05,Zo Rooms,Online budget hotel chain,Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,2015.0,8.0
2015-08-05,Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,2015.0,8.0
2015-08-05,NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,2015.0,8.0
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,2015.0,8.0
2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,2015.0,8.0
2015-08-06,practo,Doctor Appointment booking app,Bengaluru,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,2015.0,8.0
2015-08-06,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,2015.0,8.0
2015-08-06,Ezetap,Mobile based PoS solution,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,2015.0,8.0
2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,2015.0,8.0
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,2015.0,8.0
2015-08-10,MyTaxiIndia,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,2015.0,8.0
2015-08-10,eSadar,ecommerce,Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,2015.0,8.0
2015-08-10,MyPoolin,mobile social network,Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,2015.0,8.0
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Delhi,Sequoia Capital,Private Equity,16000000.0,2015.0,8.0
2015-08-10,Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,2015.0,8.0
2015-08-10,ToneTag,mobile payment software platform,Bengaluru,Reliance Capital Venture,Private Equity,1000000.0,2015.0,8.0
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000.0,2015.0,8.0
2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,Bengaluru,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,2015.0,8.0
2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000.0,2015.0,8.0
2015-08-11,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,2015.0,8.0
2015-08-11,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,2015.0,8.0
2015-08-11,Infogain,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,63000000.0,2015.0,8.0
2015-08-12,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,2015.0,8.0
2015-08-12,BigBasket,Online & mobile Grocery store,Bengaluru,Bessemer Venture Partners,Private Equity,50000000.0,2015.0,8.0
2015-08-12,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,2015.0,8.0
2015-08-12,Scripbox,Mutual Fund Investing platform,Bengaluru,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,2015.0,8.0
2015-08-13,etaout,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000.0,2015.0,8.0
2015-08-13,IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,2015.0,8.0
2015-08-13,Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,4000000.0,2015.0,8.0
2015-08-14,VoxWeb,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0,2015.0,8.0
2015-08-14,Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.0,2015.0,8.0
2015-08-17,Edu4Share,Exam Preparation Platform,Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0,2015.0,8.0
2015-08-17,Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0,2015.0,8.0
2015-08-17,ShadowFax,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.0,2015.0,8.0
2015-08-18,Roposo,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,15000000.0,2015.0,8.0
2015-08-18,IntelligenceNODE,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,2015.0,8.0
2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.0,2015.0,8.0
2015-08-18,Zoojoo.be,Corporate Wellness App,Bengaluru,RoundGlass Partners,Private Equity,1000000.0,2015.0,8.0
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,2400000.0,2015.0,8.0
2015-08-19,MebelKart,Online Furniture Marketplace,Bengaluru,AskMe,Private Equity,20000000.0,2015.0,8.0
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,Delhi,Group of Angel Investors,Seed Funding,156000.0,2015.0,8.0
2015-08-20,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,600000.0,2015.0,8.0
2015-08-20,Bluegape.com,Visual Blogging platform,Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0,2015.0,8.0
2015-08-21,ePoise,Job Search Platform,Bengaluru,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.0,2015.0,8.0
2015-08-24,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,300000.0,2015.0,8.0
2015-08-24,BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,400000.0,2015.0,8.0
2015-08-25,Qyk App,On-Demand App based Professional service provider,Bengaluru,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,2015.0,8.0
2015-08-25,EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,2015.0,8.0
2015-08-25,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,2015.0,8.0
2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,250000.0,2015.0,8.0
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,Delhi,GHV Accelerator,Seed Funding,100000.0,2015.0,8.0
2015-08-26,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.0,2015.0,8.0
2015-08-26,FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,500000.0,2015.0,8.0
2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,Bengaluru,Rocket Internet,Private Equity,2000000.0,2015.0,8.0
2015-08-28,RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,160000.0,2015.0,8.0
2015-08-31,DropKaffe,Online Coffee Delivery platform,Bengaluru,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,2015.0,8.0
2015-08-31,Reverie,Language Localization Cloud platform,Bengaluru,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,2015.0,8.0
2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,2015.0,7.0
,HandyHome,Hyperlocal Electronics repair Service,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000.0,,
2015-07-01,NxtGen,IT infrastructure & Data Center services,Bengaluru,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,2015.0,7.0
2015-07-02,BankBazaar,Online Financial Services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,2015.0,7.0
2015-07-02,Gozoomo,Used Car Marketplace,Bengaluru,SAIF Partners,Private Equity,5000000.0,2015.0,7.0
2015-07-02,Zenatix,Internet of Things platform,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,2015.0,7.0
2015-07-03,CultureAlley,Language Learning App,Jaipur,Tiger Global,Private Equity,6500000.0,2015.0,7.0
2015-07-03,Gingercrush,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,2015.0,7.0
2015-07-04,Stitchwood,Custom Furniture Marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,2015.0,7.0
2015-07-06,Paper Boat,Ethnic Beverages manufacturer,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015.0,7.0
2015-07-07,Wudstay,Budget Accommodation aggregator,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,2015.0,7.0
2015-07-07,Liases Foras,Real Estate Rating & Analysis,Delhi,DMG information Asia Pacific,Private Equity,5000000.0,2015.0,7.0
2015-07-08,Saavn,Music Streaming App,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015.0,7.0
2015-07-08,Flytxt,Big Data & Analytics platform,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015.0,7.0
2015-07-08,Axtria,Big Data & Analytics platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015.0,7.0
2015-07-08,33Coupons,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed Funding,20000.0,2015.0,7.0
2015-07-08,Hopping Chef,Online Food-Tech Platform,Mumbai,Mirah Hospitality,Seed Funding,470000.0,2015.0,7.0
2015-07-08,Collectabillia,Celebrity Fashion Brand,Bengaluru,Accel Partners,Private Equity,7500000.0,2015.0,7.0
2015-07-08,Lendingkart,Online Finance lending platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015.0,7.0
2015-07-08,Lybrate,Healthcare Mobile App,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015.0,7.0
2015-07-08,Zoomcar,Self-driven vehicle rental,Bengaluru,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015.0,7.0
2015-07-14,MySmartPrice,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,2015.0,7.0
2015-07-14,Boxmyspace,Physical Storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.0,2015.0,7.0
2015-07-14,HackerRank,Tech Recruitment platform,Bengaluru,HR Technology fund,Private Equity,7500000.0,2015.0,7.0
2015-07-14,WickedRide,Bike Rental Platform,Bengaluru,Undisclosed,Seed Funding,790000.0,2015.0,7.0
2015-07-14,WoWexpress,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,2015.0,7.0
2015-07-15,Oyo Rooms,Budget Hotel Accommodation,Gurgaon,SoftBank,Private Equity,100000000.0,2015.0,7.0
2015-07-15,Mobikon,Restaurant customer engagement platform,Pune,Jungle Ventures,Private Equity,2300000.0,2015.0,7.0
2015-07-15,Roadrunnr,Hyper local logistics platform,Bengaluru,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,2015.0,7.0
2015-07-16,Ketto,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,2015.0,7.0
2015-07-17,QuikWallet,F&B sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,2015.0,7.0
2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,2015.0,7.0
2015-07-20,Zo Rooms,Online budget hotel chain,Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,2015.0,7.0
2015-07-20,Innoviti,Payment Solutions platform,Bengaluru,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,2015.0,7.0
2015-07-21,Joy by nature,Organic Food ecommerce,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,2015.0,7.0
2015-07-22,Iqlect,Big Data & Analytics platform,Bengaluru,Exfinity Venture Partners,Private Equity,2000000.0,2015.0,7.0
2015-07-22,deGustibus,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,2015.0,7.0
2015-07-23,Nestaway,Luxury Rental Homes,Bengaluru,"Flipkart, Tiger Global",Private Equity,12750000.0,2015.0,7.0
2015-07-23,Mswipe,Mobile Point of Sale payment solution,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,2015.0,7.0
2015-07-23,Myonsto,Online Grocers,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,2015.0,7.0
2015-07-23,MedGenome,Clinical Genomics Provider,Bengaluru,Sequoia Capital,Private Equity,20000000.0,2015.0,7.0
2015-07-23,HolidayIQ,Travel information portal,Bengaluru,MakeMyTrip,Private Equity,15000000.0,2015.0,7.0
2015-07-23,Fitternity,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,2015.0,7.0
2015-07-23,Quikr,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,2015.0,7.0
2015-07-24,BroEx,Real Estate Broker network App,Gurgaon,Lightspeed India,Private Equity,1000000.0,2015.0,7.0
2015-07-25,CredR,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,2015.0,7.0
2015-07-27,ManageMySpa,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,6000000.0,2015.0,7.0
2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,2015.0,7.0
2015-07-28,Flipkart.com,Online Marketplace,Bengaluru,Steadview Capital and existing investors,Private Equity,700000000.0,2015.0,7.0
2015-07-28,Opinio,Hyperlocal food & grocery store,Bengaluru,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0,2015.0,7.0
2015-07-28,Zoctr,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0,2015.0,7.0
2015-07-29,Zimmber,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000.0,2015.0,7.0
2015-07-29,trueHb,Medical Tech Instruments,Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000.0,2015.0,7.0
2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,Bengaluru,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000.0,2015.0,7.0
2015-07-29,Swajal,Innovative Water Solutions,Gurgaon,Abhishek Gupta,Private Equity,1200000.0,2015.0,7.0
2015-07-30,Pipa Bella,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,600000.0,2015.0,7.0
2015-07-30,Pragmatix,Business intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,2015.0,7.0
2015-07-30,Droom.in,Used Vehicle Marketplace,Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,2015.0,7.0
2015-07-30,MadRat Games,Educational Board Games,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,2015.0,7.0
2015-07-30,Noodle Play,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,2015.0,7.0
2015-07-31,LazyLad,Hyperlocal Grocery App,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,2015.0,7.0
2015-07-31,Prothom,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,2000000.0,2015.0,7.0
2015-07-31,Bona Vita,Travel Tech,Gurgaon,MakeMyTrip,Private Equity,5000000.0,2015.0,7.0
2015-06-01,Veeba Foods,Healthy Food Manufacturer,Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,2015.0,6.0
2015-06-01,Truebil,Used Car Marketplace,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,2015.0,6.0
2015-06-01,Meritnation,Online Learning Platform,Delhi,InfoEdge,Private Equity,4000000.0,2015.0,6.0
2015-06-01,Eattreatonline,Healthy Food Online Community,Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,2015.0,6.0
2015-06-01,Glamrs,Online Fashion Video Portal,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,2015.0,6.0
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Chennai,Infuse Ventures,Private Equity,550000.0,2015.0,6.0
2015-06-01,Arth DesignBuild,Architectural Design & Consulting,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,2015.0,6.0
2015-06-02,Saama,Big Data & Analytics Services,Pune / US,Carrick Capital Partners,Private Equity,35000000.0,2015.0,6.0
2015-06-02,AllIzHealth,Preventive Healthcare Services,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,2015.0,6.0
2015-06-03,Propstack,Real Estate Intelligence Platform,Mumbai,DMG Information,Private Equity,3000000.0,2015.0,6.0
2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,Delhi,Green House Ventures,Seed Funding,100000.0,2015.0,6.0
2015-06-03,Arkin Net,Data Center Software platform,Pune / US,Nexus Venture Partners,Private Equity,15000000.0,2015.0,6.0
2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,2015.0,6.0
